Rank,ID,Background,Hair,Skin,Eyes,Body,Head,Accessory,Glasses,Hands,Total
237,2322,3.235747304,3.157894737,0.4474272931,0.2169421488,1.339285714,4.191950464,0,0,0,12.58924766
238,2458,0.9026434558,3.157894737,1.678657074,3.856749311,0.7543103448,0.630647415,1.065625,0,0.534706331,12.58123367
239,3522,3.602058319,0.4195804196,1.678657074,3.856749311,1.5625,0,0,0.5750469043,0.8708074534,12.56539948
240,3713,0.4294917681,0.4444444444,1.678657074,3.743315508,4.1015625,2.159489633,0,0,0,12.55696093
241,674,9.79020979,0.9036144578,0.4410838059,0.2169421488,0.5561440678,0.630647415,0,0,0,12.53864169
242,3820,0.4294917681,1.298701299,0.4410838059,6.94214876,0.5514705882,1.096356275,0,0,1.758361204,12.5176137
243,670,0.9026434558,0.4195804196,5.363984674,3.743315508,0.7457386364,0.6090868196,0,0,0.7199589182,12.50430843
244,1669,0.2907983106,0.9345794393,5.363984674,3.743315508,0.5561440678,0,0,0,1.604118993,12.49294099
245,80,0.2907983106,0.3896103896,0.8641975309,0.5362614913,0.9375,0,0,9.430769231,0,12.44913695
246,2124,0.9090909091,1.298701299,1.678657074,5.454545455,1.286764706,1.16824849,0,0,0.6531055901,12.44911352
247,3989,3.235747304,0.4444444444,2.405498282,1.928374656,1.3125,2.375438596,0,0,0.7199589182,12.4219622
248,3116,0.2907983106,0.9345794393,0.4474272931,6.94214876,0.5561440678,0.6362781955,0,0,2.61242236,12.41979843
249,2782,0.2907983106,3.157894737,1.275045537,6.94214876,0.7457386364,0,0,0,0,12.41162598
250,2413,0.2907983106,3.846153846,1.678657074,3.743315508,2.1875,0.6362781955,0,0,0,12.38270293
251,3569,0.9026434558,1.020408163,5.363984674,3.743315508,0.8989726027,0.4510326449,0,0,0,12.38035705
252,995,4.713804714,0.4195804196,1.678657074,3.743315508,1.822916667,0,0,0,0,12.37827438
253,1973,0.4294917681,1.477832512,1.678657074,3.743315508,0.7720588235,0,4.2625,0,0,12.36385569
254,2909,0.2907983106,3.846153846,1.859229748,0.5259203606,0.8989726027,4.191950464,0,0,0.7433722163,12.35639755
255,117,4.713804714,3.846153846,0.4474272931,0.2169421488,1.339285714,1.113486842,0,0.6736263736,0,12.35072693
256,1702,3.235747304,0.9345794393,1.678657074,3.856749311,0.5208333333,0.6090868196,0,0,1.498930862,12.33458414
257,3049,0.4294917681,0.4444444444,5.363984674,4.061895551,0.5009541985,0.8797920728,0,0,0.6531055901,12.3336683
258,3748,0.9090909091,0.3896103896,0.4410838059,6.94214876,0.7457386364,2.095975232,0,0,0.7950850662,12.3187328
259,1497,9.79020979,0.3896103896,0.4410838059,0.2169421488,0.7211538462,0,0,0,0.7199589182,12.2789589
260,1769,3.235747304,0.4444444444,1.678657074,3.856749311,0.9114583333,0.3872997712,0,0,1.758361204,12.27271744
261,139,4.713804714,3.157894737,0.4474272931,1.100340582,2.116935484,0.7055758207,0,0,0,12.24197863
262,1164,0.4294917681,1.020408163,5.363984674,4.061895551,0.7543103448,0,0,0,0.6055283616,12.23561886
263,2075,0.4294917681,0.4444444444,5.363984674,4.061895551,0.8306962025,1.096356275,0,0,0,12.22686892
264,1402,1.081637909,1.477832512,1.678657074,3.856749311,1.339285714,2.095975232,0.6959183673,0,0,12.22605612
265,332,3.602058319,2.205882353,2.405498282,1.928374656,0.6433823529,0,0,0,1.428668478,12.21386444
266,4180,0.2907983106,1.020408163,5.363984674,3.743315508,0.9114583333,0.8797920728,0,0,0,12.20975706
267,1722,0.9090909091,3.157894737,2.405498282,1.928374656,1.526162791,0.4510326449,0,1.813609467,0,12.19166349
268,3835,0.2907983106,1.298701299,5.363984674,3.743315508,0.6981382979,0,0,0,0.7950850662,12.19002316
269,4100,0.4294917681,0.3896103896,1.859229748,6.94214876,0.6628787879,1.096356275,0,0,0.7950850662,12.1748008
270,2386,3.602058319,0.3896103896,1.678657074,4.061895551,0.8306962025,0,0,0,1.604118993,12.16703653
271,1989,0.2907983106,2.586206897,0.8641975309,6.94214876,0.7211538462,0.7501385042,0,0,0,12.15464385
272,1088,4.713804714,0.4444444444,1.678657074,3.856749311,0.800304878,0.6362781955,0,0,0,12.13023862
273,4112,0.2907983106,0.9345794393,5.363984674,4.061895551,0.5561440678,0,0,0,0.9052948773,12.11269692
274,4171,0.2907983106,1.477832512,2.405498282,1.928374656,1.526162791,0.5524275806,0,3.929487179,0,12.11058131
275,1035,4.713804714,0.4195804196,0.4410838059,0.2169421488,0.6628787879,2.226973684,0,1.813609467,1.604118993,12.09899202
276,3306,0.4294917681,0.4195804196,5.363984674,3.743315508,1.640625,0,0,0.5016366612,0,12.09863403
277,734,1.55210643,1.298701299,1.678657074,5.454545455,0.5912162162,0.8483709273,0,0.6736263736,0,12.09722377
278,155,4.713804714,0.4195804196,1.678657074,3.856749311,1.426630435,0,0,0,0,12.09542195
279,2168,0.2907983106,0.9036144578,1.678657074,4.061895551,3.453947368,1.16824849,0,0,0.534706331,12.09186758
280,2976,0.2907983106,1.020408163,1.678657074,3.743315508,1.773648649,2.375438596,0,1.209072978,0,12.09133928
281,415,4.713804714,1.41509434,0.4410838059,0.2169421488,0.9114583333,2.036090226,0.682,0.9430769231,0.7199589182,12.07950941
282,4005,0.4294917681,0.3896103896,1.678657074,3.743315508,0.7720588235,0,0.6959183673,0,4.354037267,12.0630892
283,579,0.4294917681,0.3896103896,1.275045537,6.94214876,0.9114583333,1.397316821,0,0,0.7143342391,12.05940585
284,3761,1.081637909,0.4444444444,5.363984674,3.743315508,0.5009541985,0,0,0,0.9052948773,12.03963161
285,2321,0.4294917681,2.586206897,1.678657074,3.856749311,1.682692308,0,1.082539683,0,0.7199589182,12.03629596
286,1014,1.55210643,2.205882353,1.218450827,0.5362614913,0.6981382979,2.639376218,0,1.684065934,1.498930862,12.03321241
287,2213,4.713804714,1.298701299,1.218450827,0.2169421488,1.682692308,1.397316821,0,0.7484737485,0.7199589182,11.99634078
288,3692,4.713804714,0.3896103896,1.678657074,3.743315508,1.458333333,0,0,0,0,11.98372102
289,1312,0.9090909091,0.4195804196,0.8641975309,6.94214876,1.339285714,0.8797920728,0,0,0.6055283616,11.95962377
290,3963,1.081637909,0.4444444444,1.678657074,5.454545455,0.7211538462,1.781578947,0,0,0.7950850662,11.95710274
291,2849,1.80102916,0.4444444444,0.4410838059,6.94214876,1.526162791,0,0,0,0.7433722163,11.89824118
292,1078,1.80102916,0.3896103896,1.678657074,5.454545455,0.6628787879,0,0,1.178846154,0.7143342391,11.87990126
293,2930,3.235747304,0.4195804196,2.405498282,1.928374656,1.238207547,2.639376218,0,0,0,11.86678443
294,4035,0.2907983106,0.4444444444,5.363984674,3.743315508,1.600609756,0.3872997712,0,0,0,11.83045246
295,3942,0.2907983106,2.586206897,1.678657074,5.454545455,0.7457386364,0,1.065625,0,0,11.82157137
296,2493,1.081637909,0.4195804196,1.678657074,5.454545455,0.4825367647,1.096356275,0,0,1.604118993,11.81743289
297,723,0.2907983106,0.3896103896,1.678657074,5.454545455,2.1875,0,0,1.813609467,0,11.8147207
298,1729,0.4294917681,0.3896103896,1.678657074,3.743315508,1.215277778,0,0,0,4.354037267,11.81038978
299,1721,0.2907983106,0.3896103896,0.4410838059,6.94214876,2.85326087,0,0,0,0.8708074534,11.78770959
300,87,0.9026434558,3.157894737,1.678657074,3.743315508,0.6433823529,0.7831116252,0,0,0.8708074534,11.77981221
301,1053,3.235747304,1.020408163,1.678657074,3.743315508,1.426630435,0,0,0,0.6531055901,11.75786407
302,554,1.081637909,0.4195804196,1.678657074,4.061895551,0.6433823529,2.095975232,0,0,1.758361204,11.73948974
303,2919,0.2907983106,0.4195804196,5.363984674,4.061895551,1.600609756,0,0,0,0,11.73686871
304,3876,4.713804714,1.298701299,1.859229748,0.5259203606,1.458333333,0.8483709273,0,0.322971549,0.6979754398,11.72530737
305,3013,1.80102916,0.4195804196,0.4474272931,6.94214876,0.8522727273,0.6090868196,0,0,0.6531055901,11.72465077
306,3873,1.081637909,0.3896103896,0.4410838059,1.100340582,0.7543103448,0.3872997712,1.065625,5.894230769,0.6055283616,11.71966693
307,4093,0.9026434558,1.020408163,0.4410838059,6.94214876,1.526162791,0.8797920728,0,0,0,11.71223905
308,771,1.081637909,0.9036144578,2.405498282,1.928374656,0.4825367647,0.7501385042,0,0,4.156126482,11.70792706
309,1930,0.9090909091,1.41509434,1.218450827,6.94214876,0.4825367647,0,0,0,0.7199589182,11.68728052
310,1648,3.602058319,2.586206897,0.4410838059,0.2169421488,0.5009541985,2.036090226,0.6959183673,0.6736263736,0.9052948773,11.65817521
311,3712,9.79020979,0.3896103896,0.4410838059,0.2169421488,0.8203125,0,0,0,0,11.65815863
312,3448,0.9026434558,1.298701299,2.405498282,1.928374656,0.800304878,1.113486842,0,2.481781377,0.7199589182,11.65074971
313,1013,0.9090909091,0.3896103896,1.859229748,6.94214876,0.5514705882,0.9762076424,0,0,0,11.62775804
314,4124,0.2907983106,0.4444444444,5.363984674,3.856749311,0.7457386364,0,0,0.2694505495,0.6305847076,11.60175063
315,1624,4.713804714,3.846153846,0.8641975309,0.5259203606,1.640625,0,0,0,0,11.59070145
316,1574,0.2907983106,0.4444444444,5.363984674,3.856749311,0.9375,0,0.682,0,0,11.57547674
317,3231,4.713804714,2.586206897,0.4410838059,1.100340582,1.5625,1.16824849,0,0,0,11.57218449
318,3282,1.081637909,3.157894737,1.678657074,4.061895551,0.4825367647,0.3872997712,0,0,0.7199589182,11.56988073
319,2895,1.081637909,2.586206897,1.275045537,0.5259203606,0.6696428571,0.7055758207,0,4.715384615,0,11.559414
320,2702,0.2907983106,0.9036144578,1.678657074,3.743315508,1.339285714,1.781578947,0,1.813609467,0,11.55085948
321,1584,1.80102916,3.157894737,2.405498282,1.928374656,1.458333333,0.7831116252,0,0,0,11.53424179
322,180,0.4294917681,0.4195804196,1.218450827,6.94214876,1.262019231,0.6090868196,0,0,0.6531055901,11.53388342
323,2680,0.9026434558,1.41509434,0.4474272931,6.94214876,1.286764706,0,0,0,0.534706331,11.52878489
324,1625,3.602058319,0.4195804196,1.859229748,0.5259203606,2.116935484,0.7055758207,0.682,0,1.604118993,11.51541914
325,3839,0.2907983106,3.157894737,2.405498282,1.928374656,0.8522727273,1.018045113,0,1.209072978,0.6531055901,11.51506239
326,1521,0.2907983106,0.3896103896,1.678657074,3.743315508,0.5009541985,0.5524275806,0,0,4.354037267,11.50980033
327,2491,1.55210643,0.4195804196,1.678657074,5.454545455,1.339285714,1.063629222,0,0,0,11.50780432
328,828,4.713804714,0.4195804196,1.678657074,4.061895551,0.6310096154,0,0,0,0,11.50494737
329,3402,4.713804714,2.205882353,0.4474272931,1.100340582,0.6628787879,0.6598440546,1.082539683,0,0.6305847076,11.50330217
330,1117,0.9090909091,0.4195804196,5.363984674,4.061895551,0.7457386364,0,0,0,0,11.50029019
331,821,0.2907983106,3.846153846,2.405498282,1.928374656,1.215277778,0,0,1.178846154,0.6305847076,11.49553373
332,2837,4.713804714,1.41509434,1.275045537,0.2169421488,0.7720588235,2.375438596,0,0,0.7199589182,11.48834308
333,2833,0.9026434558,0.9345794393,1.678657074,5.454545455,0.8522727273,0.9020652898,0,0,0.7433722163,11.46813566
334,4029,0.9090909091,0.4444444444,1.678657074,5.454545455,0.6628787879,1.781578947,0,0,0.534706331,11.46590195
335,3112,4.713804714,3.846153846,0.4410838059,1.100340582,0.6628787879,0,0,0,0.6979754398,11.46223718
336,1441,4.713804714,2.586206897,1.275045537,0.5362614913,1.640625,0,0.682,0,0,11.43394364
337,2816,0.4294917681,2.205882353,2.405498282,1.928374656,1.822916667,2.639376218,0,0,0,11.43153994
338,1942,1.081637909,0.3896103896,1.678657074,5.454545455,0.5912162162,2.226973684,0,0,0,11.42264073
339,2533,0.2907983106,1.020408163,5.363984674,4.061895551,0.6628787879,0,0,0,0,11.39996549
340,1570,0.4294917681,1.477832512,0.4410838059,6.94214876,0.9242957746,1.16824849,0,0,0,11.38310111
341,534,3.602058319,0.4444444444,2.405498282,1.928374656,1.396276596,0.8797920728,0,0,0.7199589182,11.37640329
342,3015,0.2907983106,1.298701299,1.678657074,3.856749311,0.4825367647,2.159489633,0,0,1.604118993,11.37105139
343,3152,0.9026434558,0.4195804196,1.678657074,5.454545455,1.526162791,0.7501385042,0,0,0.6305847076,11.36231241
344,2015,0.2907983106,0.4444444444,1.275045537,6.94214876,0.8306962025,0.8797920728,0,0,0.6979754398,11.36090077
345,809,0.2907983106,1.477832512,5.363984674,3.743315508,0.4825367647,0,0,0,0,11.35846777
346,2644,0.2907983106,0.4195804196,5.363984674,4.061895551,0.8306962025,0.3872997712,0,0,0,11.35425493
347,773,1.081637909,3.157894737,2.405498282,1.928374656,1.238207547,0.8797920728,0,0,0.6531055901,11.34451079
348,1063,0.2907983106,0.9345794393,1.678657074,3.856749311,0.7630813953,1.207850134,0,0,2.61242236,11.34413802
349,172,0.4294917681,0.4195804196,1.678657074,3.743315508,0.5208333333,0.3872997712,0,0,4.156126482,11.33530436
350,3592,1.55210643,2.205882353,1.678657074,4.061895551,1.822916667,0,0,0,0,11.32145808
351,4053,0.4294917681,1.298701299,1.678657074,5.454545455,0.6696428571,1.207850134,0,0,0.534706331,11.27359492
352,1887,0.2907983106,0.4195804196,5.363984674,3.856749311,1.339285714,0,0,0,0,11.27039843
353,1562,0.2907983106,3.157894737,1.678657074,4.061895551,0.8203125,0.4510326449,0,0.2694505495,0.534706331,11.2647477
354,2172,0.2907983106,1.41509434,1.275045537,0.5362614913,1.822916667,0,0,5.894230769,0,11.23434711
355,1870,1.55210643,1.477832512,1.275045537,0.5362614913,1.215277778,1.018045113,0,0,4.156126482,11.23069534
356,968,1.80102916,0.9036144578,1.678657074,3.743315508,1.339285714,1.018045113,0,0,0.7433722163,11.22731924
357,2880,1.081637909,1.298701299,1.678657074,5.454545455,0.800304878,0.8797920728,0,0,0,11.19363869
358,1899,0.4294917681,3.846153846,1.678657074,4.061895551,0.5208333333,0,0,0,0.6531055901,11.19013716
359,3987,1.081637909,0.4195804196,1.678657074,5.454545455,1.238207547,0,0,0.5750469043,0.7199589182,11.16763423
360,2290,3.235747304,0.3896103896,1.678657074,3.856749311,1.339285714,0.6598440546,0,0,0,11.15989385
361,446,4.713804714,1.477832512,0.4474272931,0.2169421488,1.526162791,1.16824849,0,0,1.604118993,11.15453694
362,560,3.235747304,0.4195804196,1.678657074,3.856749311,0.5514705882,0.7501385042,0,0,0.6305847076,11.12292791
363,1587,0.4294917681,0.9036144578,5.363984674,3.856749311,0.5561440678,0,0,0,0,11.10998428
364,1752,3.602058319,0.4444444444,1.218450827,0.5362614913,0.5009541985,0.4510326449,0,0,4.354037267,11.10723919
365,3853,0.4294917681,0.4195804196,0.4410838059,1.100340582,2.116935484,0.7055758207,0,5.894230769,0,11.10723865
366,2792,0.2907983106,3.846153846,0.4410838059,0.2169421488,1.640625,2.036090226,0,0,2.61242236,11.0841157
367,1205,3.602058319,1.298701299,2.405498282,1.928374656,0.6310096154,0.6362781955,0,0,0.534706331,11.0366267
368,1054,0.2907983106,2.586206897,0.4410838059,6.94214876,0.7630813953,0,0,0,0,11.02331917
369,865,0.2907983106,0.9036144578,1.678657074,3.856749311,1.238207547,1.397316821,1.082539683,0.5750469043,0,11.02293011
370,3737,0.2907983106,0.4444444444,1.678657074,3.856749311,4.1015625,0.6362781955,0,0,0,11.00848984
371,3867,0.9026434558,1.020408163,0.8641975309,6.94214876,0.7056451613,0.5524275806,0,0,0,10.98747065
372,2389,0.2907983106,0.3896103896,5.363984674,3.743315508,0.6628787879,0,0,0,0.534706331,10.985294
373,3957,0.9026434558,0.3896103896,1.859229748,0.2169421488,1.822916667,1.063629222,0,4.715384615,0,10.97035625
374,3586,0.2907983106,0.4195804196,5.363984674,4.061895551,0.8306962025,0,0,0,0,10.96695516
375,1356,0.4294917681,1.020408163,1.218450827,6.94214876,0.6433823529,0.7055758207,0,0,0,10.95945769
376,2713,0.9026434558,1.477832512,1.678657074,3.743315508,1.526162791,0.9020652898,0,0,0.6979754398,10.92865207
377,3750,0.9026434558,0.4195804196,2.405498282,1.928374656,0.7211538462,2.639376218,0.6959183673,1.209072978,0,10.92161822
378,3667,1.55210643,0.4444444444,0.4410838059,6.94214876,1.526162791,0,0,0,0,10.90594623
379,1553,0.2907983106,3.846153846,1.678657074,4.061895551,0.7543103448,0,0,0.2694505495,0,10.90126568
380,1288,0.2907983106,1.41509434,1.678657074,5.454545455,0.6310096154,0,0,0.7037887486,0.7199589182,10.89385246
381,1605,3.235747304,2.205882353,0.4410838059,0.2169421488,1.339285714,1.018045113,0,1.813609467,0.6055283616,10.87612427
382,1328,0.9026434558,0.3896103896,0.4410838059,6.94214876,1.5625,0.6362781955,0,0,0,10.87426461
383,1211,0.4294917681,1.41509434,1.678657074,3.856749311,0.9375,0.6362781955,0.6959183673,1.209072978,0,10.85876203
384,1134,0.4294917681,3.157894737,1.678657074,3.743315508,0.5912162162,0.3872997712,0,0,0.8708074534,10.85868253
385,3161,0.4294917681,0.3896103896,1.678657074,3.743315508,3.453947368,0.4510326449,0,0,0.6979754398,10.84403019
386,1384,0.4294917681,2.586206897,2.405498282,1.928374656,1.526162791,1.16824849,0,0,0.7950850662,10.83906795
387,2071,3.235747304,2.205882353,1.218450827,0.5259203606,1.339285714,0.9762076424,0.682,0,0.6531055901,10.83659979
388,3510,0.9090909091,0.4444444444,0.4410838059,6.94214876,0.800304878,0.5524275806,0,0,0.7433722163,10.83287259
389,4158,1.081637909,0.9345794393,1.678657074,3.743315508,0.9375,0.8797920728,0,0.2694505495,1.30621118,10.83114373
390,1130,0.4294917681,1.020408163,1.678657074,3.856749311,0.7720588235,0.7055758207,0,1.209072978,1.157402312,10.82941625
391,3094,0.9026434558,0.4195804196,0.8641975309,0.5362614913,1.526162791,0,0.682,5.894230769,0,10.82507646
392,3531,0.9090909091,0.4195804196,1.678657074,4.061895551,1.3125,0,1.065625,0.5750469043,0.7950850662,10.81748092
393,1218,3.602058319,0.3896103896,1.678657074,3.743315508,0.7543103448,0.6362781955,0,0,0,10.80422983
394,3307,0.2907983106,0.4444444444,1.859229748,1.100340582,0.7720588235,0.7055758207,0,1.473557692,4.156126482,10.8021319
395,3091,0.9026434558,1.298701299,2.405498282,1.928374656,0.5561440678,1.096356275,0,0,2.61242236,10.8001404
396,3554,0.4294917681,0.4195804196,1.678657074,4.061895551,0.8522727273,2.036090226,0,0,1.30621118,10.78419895
397,724,0.2907983106,1.020408163,1.678657074,3.856749311,0.5561440678,2.036090226,0.682,0,0.6531055901,10.77395274
398,1765,0.2907983106,0.4444444444,5.363984674,3.743315508,0.9242957746,0,0,0,0,10.76683871
399,3499,3.602058319,2.586206897,0.8641975309,0.5362614913,1.339285714,1.113486842,0,0,0.7199589182,10.76145571
400,3875,0.2907983106,1.020408163,1.678657074,5.454545455,1.339285714,0.9762076424,0,0,0,10.75990236
401,2675,3.235747304,0.9345794393,1.275045537,1.100340582,1.458333333,2.036090226,0,0,0.7143342391,10.75447066
402,3948,3.602058319,3.846153846,1.218450827,0.5259203606,0.6310096154,0,0,0.322971549,0.6055283616,10.75209288
403,3955,0.4294917681,2.586206897,1.678657074,3.856749311,1.458333333,0,0,0,0.7199589182,10.7293973
404,2858,0.2907983106,0.4195804196,1.859229748,6.94214876,1.215277778,0,0,0,0,10.72703502
405,272,3.235747304,0.4195804196,1.678657074,3.856749311,1.526162791,0,0,0,0,10.7168969
406,1642,0.2907983106,0.3896103896,1.859229748,6.94214876,0.5208333333,0.7055758207,0,0,0,10.70819636
407,3059,0.2907983106,2.205882353,1.678657074,3.743315508,0.5561440678,2.226973684,0,0,0,10.701771
408,2588,0.2907983106,0.4195804196,0.4474272931,6.94214876,0.800304878,1.16824849,0,0,0.6305847076,10.69909286
409,1208,0.9090909091,0.3896103896,1.678657074,5.454545455,0.5208333333,1.113486842,0,0,0.6305847076,10.69680871
410,2466,4.713804714,0.9345794393,1.275045537,0.5259203606,1.640625,0,0,0,1.604118993,10.69409404
411,1430,0.2907983106,2.586206897,2.405498282,1.928374656,1.600609756,0.4510326449,0,0,1.428668478,10.69118902
412,3514,0.2907983106,0.3896103896,0.4410838059,6.94214876,1.458333333,1.16824849,0,0,0,10.69022309
413,1045,0.4294917681,0.3896103896,5.363984674,3.743315508,0.7630813953,0,0,0,0,10.68948374
414,2055,4.713804714,0.4444444444,0.4410838059,0.5362614913,0.4825367647,2.639376218,0,0.7037887486,0.7199589182,10.68125511
415,3109,0.2907983106,0.9345794393,0.8641975309,0.5362614913,1.262019231,2.159489633,0,0.2694505495,4.354037267,10.67083345
416,3571,0.2907983106,0.9036144578,1.678657074,5.454545455,0.5561440678,0,0,0,1.758361204,10.64212057
417,2832,0.9026434558,0.9345794393,1.678657074,3.856749311,1.3671875,0,0,1.178846154,0.7199589182,10.63862185
418,2673,1.081637909,1.477832512,0.4410838059,0.5362614913,4.1015625,1.781578947,0.682,0,0.534706331,10.6366635
